TSS;COD;BOD;nitrate;TN;ammonia;phosphate;TP
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
1.9033;224.921;15.8274;17.69;11.809;4.4866;22.13;1.323
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
2.125;8.925;7.605;6.38;3.4545;0.26;3.29;1.4904
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
0.45;4.2875;2.52;3.48;12.0015;0.798;6.12;1.944
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.7111;8.3405;9.5247;6.38;12.1905;0.515;2.91;1.1313
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
1.13;10.164;5.3019;3.944;16.387;0.6556;2.93;1.1259
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;1.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;2.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;3.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;4.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;5.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;6.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;7.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;8.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;9.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;10.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;11.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;12.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;13.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;14.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;15.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;16.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;17.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;18.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;19.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;20.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;21.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;22.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;23.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;24.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;25.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;26.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;27.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;28.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;29.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;30.32;1.3176
;;;;;;;
3.05;12.6015;10.1745;17.4;7.133;1.0442;31.32;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;2.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;3.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;4.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;5.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;6.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;7.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;8.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;9.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;10.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;11.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;12.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;13.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;14.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;15.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;16.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;17.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;18.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;19.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;20.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;21.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;22.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;23.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;24.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;25.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;26.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;27.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;28.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;29.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;30.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;31.37;1.3176
;;;;;;;
1.95;12.0415;11.115;52.954;18.4975;1.0442;32.37;1.3176
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
1.5465;6.882;5.4315;12.702;6.0585;0.597;2.93;1.1907
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
2.2375;10.601;10.4391;4.64;8.1795;0.548;3.15;0.8478
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;0.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;1.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;2.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;3.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;4.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;5.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;6.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;7.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;8.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;9.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;10.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;11.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;12.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;13.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;14.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;15.86;1.3176
;;;;;;;
0.5;3.601;2.16;16.82;11.4065;1.0442;16.86;1.3176
;;;;;;;
