Date;TSS;BOD;COD;NO3-N;Nitrates;NH4-N;TN;PO4-P;TP
18-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
19-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
20-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
21-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
22-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
23-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
24-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
25-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
26-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
27-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
28-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
29-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
30-juin;28;12.57625;70.86386737;1.133333333;8.014333333;24.87982222;12.76666667;1.92591136;2.676666667
01-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;0.523079791;N/A
02-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;1.523079791;N/A
03-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;2.523079791;N/A
04-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;3.523079791;N/A
05-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;4.523079791;N/A
06-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;5.523079791;N/A
07-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;6.523079791;N/A
08-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;7.523079791;N/A
09-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;8.523079791;N/A
10-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;9.523079791;N/A
11-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;10.52307979;N/A
12-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;11.52307979;N/A
13-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;12.52307979;N/A
14-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;13.52307979;N/A
15-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;14.52307979;N/A
16-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;15.52307979;N/A
17-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;16.52307979;N/A
18-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;17.52307979;N/A
19-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;18.52307979;N/A
20-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;19.52307979;N/A
21-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;20.52307979;N/A
22-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;21.52307979;N/A
23-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;22.52307979;N/A
24-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;23.52307979;N/A
25-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;24.52307979;N/A
26-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;25.52307979;N/A
27-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;26.52307979;N/A
28-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;27.52307979;N/A
29-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;28.52307979;N/A
30-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;29.52307979;N/A
31-juil;25;15.95;51.92280751;N/A;5.94;25.536;N/A;30.52307979;N/A
01-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;2.038198936;N/A
02-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;3.038198936;N/A
03-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;4.038198936;N/A
04-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;5.038198936;N/A
05-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;6.038198936;N/A
06-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;7.038198936;N/A
07-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;8.038198936;N/A
08-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;9.038198936;N/A
09-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;10.03819894;N/A
10-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;11.03819894;N/A
11-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;12.03819894;N/A
12-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;13.03819894;N/A
13-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;14.03819894;N/A
14-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;15.03819894;N/A
15-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;16.03819894;N/A
16-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;17.03819894;N/A
17-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;18.03819894;N/A
18-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;19.03819894;N/A
19-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;20.03819894;N/A
20-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;21.03819894;N/A
21-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;22.03819894;N/A
22-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;23.03819894;N/A
23-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;24.03819894;N/A
24-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;25.03819894;N/A
25-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;26.03819894;N/A
26-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;27.03819894;N/A
27-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;28.03819894;N/A
28-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;29.03819894;N/A
29-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;30.03819894;N/A
30-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;31.03819894;N/A
31-ao��;22.5;12.75;76.1819161;N/A;31.68;45.5;N/A;32.03819894;N/A
01-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
02-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
03-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
04-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
05-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
06-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
07-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
08-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
09-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
10-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
11-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
12-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
13-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
14-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
15-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
16-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
17-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
18-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
19-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
20-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
21-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
22-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
23-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
24-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
25-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
26-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
27-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
28-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
29-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
30-sept;27.66666667;13.31666667;55.51139918;4.125;13.71333333;17.07;11.5;3.758528687;2.86
01-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;1.142053854;N/A
02-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;2.142053854;N/A
03-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;3.142053854;N/A
04-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;4.142053854;N/A
05-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;5.142053854;N/A
06-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;6.142053854;N/A
07-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;7.142053854;N/A
08-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;8.142053854;N/A
09-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;9.142053854;N/A
10-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;10.14205385;N/A
11-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;11.14205385;N/A
12-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;12.14205385;N/A
13-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;13.14205385;N/A
14-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;14.14205385;N/A
15-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;15.14205385;N/A
16-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;16.14205385;N/A
17-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;17.14205385;N/A
18-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;18.14205385;N/A
19-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;19.14205385;N/A
20-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;20.14205385;N/A
21-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;21.14205385;N/A
22-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;22.14205385;N/A
23-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;23.14205385;N/A
24-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;24.14205385;N/A
25-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;25.14205385;N/A
26-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;26.14205385;N/A
27-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;27.14205385;N/A
28-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;28.14205385;N/A
29-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;29.14205385;N/A
30-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;30.14205385;N/A
31-oct;55;46.5;468.7016129;1.363636364;4.76;8;N/A;31.14205385;N/A
